,IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,FactValueNumeric,Value,Language,DateModified
139,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,RWA,Rwanda,Year,2021,True,60.22,60.22,EN,2023-12-05 00:00:00
140,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PNG,Papua New Guinea,Year,2021,True,61.41,61.41,EN,2023-12-05 00:00:00
141,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,MEX,Mexico,Year,2021,True,610.7,610.65,EN,2023-12-05 00:00:00
142,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ARM,Armenia,Year,2021,True,612.8,612.78,EN,2023-12-05 00:00:00
143,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZWE,Zimbabwe,Year,2021,True,62.74,62.74,EN,2023-12-05 00:00:00
144,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CMR,Cameroon,Year,2021,True,63.79,63.79,EN,2023-12-05 00:00:00
145,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,AGO,Angola,Year,2021,True,64.16,64.16,EN,2023-12-05 00:00:00
146,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CAN,Canada,Year,2021,True,6470.0,6470.07,EN,2023-12-05 00:00:00
147,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,MMR,Myanmar,Year,2021,True,65.23,65.23,EN,2023-12-05 00:00:00
148,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,NPL,Nepal,Year,2021,True,65.3,65.3,EN,2023-12-05 00:00:00
149,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,AUT,Austria,Year,2021,True,6505.0,6504.81,EN,2023-12-05 00:00:00
150,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,NLD,Netherlands (Kingdom of the),Year,2021,True,6539.0,6539.2,EN,2023-12-05 00:00:00
151,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,DEU,Germany,Year,2021,True,6626.0,6626.0,EN,2023-12-05 00:00:00
152,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,CHN,China,Year,2021,True,670.5,670.51,EN,2023-12-05 00:00:00
153,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ISL,Iceland,Year,2021,True,6716.0,6716.37,EN,2023-12-05 00:00:00
154,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,IRL,Ireland,Year,2021,True,6764.0,6764.26,EN,2023-12-05 00:00:00
155,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GNB,Guinea-Bissau,Year,2021,True,68.82,68.82,EN,2023-12-05 00:00:00
156,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,LAO,Lao People's Democratic Republic,Year,2021,True,68.88,68.88,EN,2023-12-05 00:00:00
157,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SWE,Sweden,Year,2021,True,6901.0,6900.78,EN,2023-12-05 00:00:00
158,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2021,True,691.5,691.53,EN,2023-12-05 00:00:00
159,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,BRN,Brunei Darussalam,Year,2021,True,693.4,693.41,EN,2023-12-05 00:00:00
160,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2021,True,7055.0,7055.37,EN,2023-12-05 00:00:00
161,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SEN,Senegal,Year,2021,True,71.22,71.22,EN,2023-12-05 00:00:00
162,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SYC,Seychelles,Year,2021,True,718.5,718.49,EN,2023-12-05 00:00:00
163,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2021,True,72.85,72.85,EN,2023-12-05 00:00:00
164,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2021,True,73.43,73.43,EN,2023-12-05 00:00:00
165,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,COK,Cook Islands,Year,2021,True,736.7,736.66,EN,2023-12-05 00:00:00
166,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,DNK,Denmark,Year,2021,True,7382.0,7382.21,EN,2023-12-05 00:00:00
167,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,IND,India,Year,2021,True,74.04,74.04,EN,2023-12-05 00:00:00
168,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ZMB,Zambia,Year,2021,True,75.34,75.34,EN,2023-12-05 00:00:00
169,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BRA,Brazil,Year,2021,True,761.3,761.27,EN,2023-12-05 00:00:00
170,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LUX,Luxembourg,Year,2021,True,7636.0,7635.7,EN,2023-12-05 00:00:00
171,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,MHL,Marshall Islands,Year,2021,True,766.9,766.94,EN,2023-12-05 00:00:00
172,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COG,Congo,Year,2021,True,80.51,80.51,EN,2023-12-05 00:00:00
173,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2021,True,81.32,81.32,EN,2023-12-05 00:00:00
174,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CIV,Cote d'Ivoire,Year,2021,True,81.87,81.87,EN,2023-12-05 00:00:00
175,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,NGA,Nigeria,Year,2021,True,83.84,83.84,EN,2023-12-05 00:00:00
176,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2021,True,852.6,852.62,EN,2023-12-05 00:00:00
177,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MCO,Monaco,Year,2021,True,8634.0,8634.26,EN,2023-12-05 00:00:00
178,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2021,True,87.75,87.75,EN,2023-12-05 00:00:00
179,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MRT,Mauritania,Year,2021,True,89.29,89.29,EN,2023-12-05 00:00:00
180,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,NOR,Norway,Year,2021,True,9021.0,9020.63,EN,2023-12-05 00:00:00
181,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SRB,Serbia,Year,2021,True,919.2,919.17,EN,2023-12-05 00:00:00
182,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,ATG,Antigua and Barbuda,Year,2021,True,923.4,923.41,EN,2023-12-05 00:00:00
183,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2021,True,935.7,935.73,EN,2023-12-05 00:00:00
184,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,KEN,Kenya,Year,2021,True,94.67,94.67,EN,2023-12-05 00:00:00
185,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2021,True,948.9,948.92,EN,2023-12-05 00:00:00
186,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,ROU,Romania,Year,2021,True,963.0,963.01,EN,2023-12-05 00:00:00
187,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,MNE,Montenegro,Year,2021,True,985.1,985.09,EN,2023-12-05 00:00:00
188,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COM,Comoros,Year,2021,True,99.04,99.04,EN,2023-12-05 00:00:00
189,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CHE,Switzerland,Year,2020,False,10085.0,10085.46,EN,2023-12-05 00:00:00
190,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,LBR,Liberia,Year,2020,False,101.3,101.29,EN,2023-12-05 00:00:00
191,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,POL,Poland,Year,2020,False,1026.0,1025.98,EN,2023-12-05 00:00:00
192,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2020,False,1046.0,1045.73,EN,2023-12-05 00:00:00
193,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,KNA,Saint Kitts and Nevis,Year,2020,False,1051.0,1050.64,EN,2023-12-05 00:00:00
194,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,SLB,Solomon Islands,Year,2020,False,106.6,106.61,EN,2023-12-05 00:00:00
195,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,HRV,Croatia,Year,2020,False,1095.0,1094.53,EN,2023-12-05 00:00:00
196,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2020,False,1105.0,1105.32,EN,2023-12-05 00:00:00
197,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KHM,Cambodia,Year,2020,False,112.2,112.21,EN,2023-12-05 00:00:00
198,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,VUT,Vanuatu,Year,2020,False,116.6,116.56,EN,2023-12-05 00:00:00
199,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,HUN,Hungary,Year,2020,False,1173.0,1172.84,EN,2023-12-05 00:00:00
200,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,USA,United States of America,Year,2020,False,11758.0,11758.42,EN,2023-12-05 00:00:00
201,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CUB,Cuba,Year,2020,False,1186.0,1186.16,EN,2023-12-05 00:00:00
202,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2020,False,120.5,120.5,EN,2023-12-05 00:00:00
203,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,TLS,Timor-Leste,Year,2020,False,120.9,120.87,EN,2023-12-05 00:00:00
204,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BRB,Barbados,Year,2020,False,1239.0,1238.59,EN,2023-12-05 00:00:00
205,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,CHL,Chile,Year,2020,False,1281.0,1280.63,EN,2023-12-05 00:00:00
206,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LVA,Latvia,Year,2020,False,1313.0,1313.35,EN,2023-12-05 00:00:00
207,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NRU,Nauru,Year,2020,False,1318.0,1318.17,EN,2023-12-05 00:00:00
208,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,NIU,Niue,Year,2020,False,1319.0,1319.1,EN,2023-12-05 00:00:00
209,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,IDN,Indonesia,Year,2020,False,133.3,133.26,EN,2023-12-05 00:00:00
210,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,BTN,Bhutan,Year,2020,False,133.7,133.7,EN,2023-12-05 00:00:00
211,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2020,False,1356.0,1355.72,EN,2023-12-05 00:00:00
212,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,PAN,Panama,Year,2020,False,1358.0,1358.09,EN,2023-12-05 00:00:00
213,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SVK,Slovakia,Year,2020,False,1394.0,1393.62,EN,2023-12-05 00:00:00
214,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,URY,Uruguay,Year,2020,False,1427.0,1427.14,EN,2023-12-05 00:00:00
215,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2020,False,150.9,150.91,EN,2023-12-05 00:00:00
216,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,VEN,Venezuela (Bolivarian Republic of),Year,2020,False,152.8,152.76,EN,2023-12-05 00:00:00
217,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,LTU,Lithuania,Year,2020,False,1520.0,1520.39,EN,2023-12-05 00:00:00
218,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,VNM,Viet Nam,Year,2020,False,154.2,154.24,EN,2023-12-05 00:00:00
219,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2020,False,1542.0,1542.32,EN,2023-12-05 00:00:00
220,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2020,False,157.9,157.91,EN,2023-12-05 00:00:00
221,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,STP,Sao Tome and Principe,Year,2020,False,159.0,158.96,EN,2023-12-05 00:00:00
222,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,NIC,Nicaragua,Year,2020,False,161.2,161.2,EN,2023-12-05 00:00:00
223,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PHL,Philippines,Year,2020,False,166.5,166.45,EN,2023-12-05 00:00:00
224,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,GRC,Greece,Year,2020,False,1675.0,1675.12,EN,2023-12-05 00:00:00
225,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,MDG,Madagascar,Year,2020,False,17.22,17.22,EN,2023-12-05 00:00:00
226,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,EST,Estonia,Year,2020,False,1789.0,1789.03,EN,2023-12-05 00:00:00
227,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BHS,Bahamas,Year,2020,False,1825.0,1824.88,EN,2023-12-05 00:00:00
228,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,MNG,Mongolia,Year,2020,False,188.6,188.57,EN,2023-12-05 00:00:00
229,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2020,False,193.1,193.1,EN,2023-12-05 00:00:00
230,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,CPV,Cabo Verde,Year,2020,False,196.3,196.27,EN,2023-12-05 00:00:00
231,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2020,False,1998.0,1997.79,EN,2023-12-05 00:00:00
232,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,PLW,Palau,Year,2020,False,2059.0,2058.66,EN,2023-12-05 00:00:00
233,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,DZA,Algeria,Year,2020,False,206.0,206.04,EN,2023-12-05 00:00:00
234,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,COD,Democratic Republic of the Congo,Year,2020,False,21.25,21.25,EN,2023-12-05 00:00:00
235,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CZE,Czechia,Year,2020,False,2119.0,2119.27,EN,2023-12-05 00:00:00
236,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,HND,Honduras,Year,2020,False,212.7,212.7,EN,2023-12-05 00:00:00
237,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2020,False,2192.0,2191.81,EN,2023-12-05 00:00:00
238,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,SWZ,Eswatini,Year,2020,False,222.5,222.53,EN,2023-12-05 00:00:00
239,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GAB,Gabon,Year,2020,False,228.0,228.02,EN,2023-12-05 00:00:00
240,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2020,False,23.34,23.34,EN,2023-12-05 00:00:00
241,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,FJI,Fiji,Year,2020,False,232.0,231.98,EN,2023-12-05 00:00:00
242,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,PRT,Portugal,Year,2020,False,2346.0,2346.33,EN,2023-12-05 00:00:00
243,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,CYP,Cyprus,Year,2020,False,2362.0,2362.4,EN,2023-12-05 00:00:00
244,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KIR,Kiribati,Year,2020,False,238.6,238.55,EN,2023-12-05 00:00:00
245,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,ERI,Eritrea,Year,2020,False,24.7,24.7,EN,2023-12-05 00:00:00
246,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,SVN,Slovenia,Year,2020,False,2417.0,2417.21,EN,2023-12-05 00:00:00
247,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2020,False,242.8,242.76,EN,2023-12-05 00:00:00
248,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2020,False,245.5,245.48,EN,2023-12-05 00:00:00
249,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AMR,Americas,Country,BOL,Bolivia (Plurinational State of),Year,2020,False,246.2,246.2,EN,2023-12-05 00:00:00
250,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2020,False,246.6,246.6,EN,2023-12-05 00:00:00
251,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GNQ,Equatorial Guinea,Year,2020,False,246.8,246.77,EN,2023-12-05 00:00:00
252,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,TON,Tonga,Year,2020,False,246.8,246.84,EN,2023-12-05 00:00:00
253,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,WSM,Samoa,Year,2020,False,252.8,252.84,EN,2023-12-05 00:00:00
254,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,AFR,Africa,Country,GMB,Gambia,Year,2020,False,26.25,26.25,EN,2023-12-05 00:00:00
255,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2020,False,2648.0,2648.22,EN,2023-12-05 00:00:00
256,GHED_CHE_pc_US_SHA2011,Current health expenditure (CHE) per capita in US$,numeric,EUR,Europe,Country,UKR,Ukraine,Year,2020,False,269.7,269.73,EN,2023-12-05 00:00:00
